var 1,var 2,var 3,var 4,var 5,var 6,var 7,var 8,var 9,var 10,var 11,var 12,var 13,var 14,var 15,var 16,var 17,var 18,var 19,var 20,var 21,var 22,var 23,var 24,hydropowerAk,irrigation,environment,floodcontrol,hydropowerKp
0.537741199,0.771897814,0.829807681,0.284173842,0.978717065,0.379291879,-0.937343721,0.081742803,0.770871601,0.222146005,0.764775137,0.772271397,0.05147639,0.435268605,-0.29840975,0.408319376,0.907565068,0.00603015,0.021485458,0.202725718,0.069899281,0.364047923,0.000972419,0.620407081,4.477.081.958.416.180,0.801699419,0.424657534,0,8.775.000.207.263.860
0.465172213,0.33459662,0.884286891,0.328221683,-0.417841535,0.325773624,-0.893316423,0.675526253,0.839823773,0.136517221,0.806566285,0.879540896,-0.814005045,0.363344349,-0.286368541,0.547948599,0.847548108,0.01942427,0.02209015,0.310521374,0.261037179,0.256765981,0.005821663,0.150446361,3.979.926.986.434.850,0.458029145,0.57260274,0,7.730.771.307.249.700
0.835968114,0.740826752,0.867846328,0.987338239,0.962858959,0.409012169,-0.691888013,0.692423646,0.840916089,0.296321591,0.897583196,0.857681541,-0.958640455,0.627392456,-0.164878922,0.544585636,0.989119279,0.019782545,0.137826469,0.746122969,0.48569475,0.351726617,0.029352779,0.625496897,446.706.584.118.681,0.560169628,0.421445442,0,8.826.176.705.166.000
0.514099678,0.732919092,0.869469834,0.556275121,-0.188635376,0.408214035,-0.87150441,0.076813211,0.780549824,0.199380982,0.801526758,0.400053567,-0.988979102,0.363704786,-0.283773616,0.504366652,0.120296771,0.014820814,0.089705795,0.22104606,0.128358225,0.366833882,0.011484041,0.444156034,4.468.076.435.356.650,0.409157325,0.451676901,0,8.840.035.205.951.380
0.78035221,0.800748565,0.849210135,0.984087599,0.897368554,0.581870726,-0.87850763,0.725024617,0.848768346,0.302582076,0.832408906,0.871020668,0.718431264,0.416390935,-0.31061845,0.387474324,0.952577857,0.019490323,0.008212298,0.819994705,0.334456925,0.338217622,0.021557707,0.578221564,446.815.635.213.793,0.669346374,0.4293812,0,880.583.538.870.157
0.453976337,0.953414481,0.831812915,0.511144047,0.337711366,0.380137969,-0.870445552,0.066784955,0.760087661,0.189454795,0.764997146,0.788579873,-0.799037995,0.615444199,-0.298339762,0.550518525,0.969157056,0.016872278,0.021637328,0.180844853,0.044143026,0.371484182,0.005455165,0.637130429,44.594.486.660.463.100,0.797368888,0.470666037,0,8.737.449.199.561.920
0.538844732,0.327634297,0.8529684,0.859474024,-0.296313932,0.3395639,-0.888823327,0.070402016,0.778634598,0.169576712,0.742185283,0.851474557,-0.917410121,0.476196958,-0.249182207,0.594953791,0.867541286,0.020554416,0.00152543,0.200993835,0.103946449,0.341229922,0.001063322,0.153349074,4.469.588.154.941.840,0.515593042,0.443268777,0,8.815.002.006.487.800
0.726727797,0.916803107,0.831134178,0.981813536,0.38534772,0.447654589,-0.827611246,0.024259901,0.866994228,0.113392658,0.878359642,0.804070045,0.691568731,0.357650985,0.090150752,0.464482428,0.996187385,0.014847818,0.001498251,0.30687746,0.39411517,0.406512415,0.016582774,0.156625549,3.710.018.307.085.810,0.63968372,0.62739726,0,7.153.391.156.058.230
0.536644767,0.799634159,0.86548382,0.474891701,0.958154157,0.361534841,-0.522511537,0.071889463,0.87012835,0.11628006,0.815391008,0.824217579,-0.933963369,0.364751623,-0.288236483,0.452983264,0.996510322,0.014814311,0.024504847,0.183381935,0.036853363,0.406632238,0.011396816,0.116979497,3.604.114.904.260.320,0.723196647,0.64109589,0,6.895.061.668.650.180
0.537741199,0.851642603,0.828114387,0.282499597,-0.409651177,0.23353362,-0.928526021,0.061999115,0.770976768,0.221461751,0.764775137,0.782836642,0.063991019,0.457006648,-0.411568361,0.401508108,0.907565068,0.00603015,0.000105055,0.193712408,0.004188793,0.363724878,0.000972419,0.646325164,44.732.347.910.745.100,0.871016606,0.42739726,0,8.750.583.577.243.180
0.480070985,0.346299195,0.834047054,0.572779875,-0.127679833,0.39177106,-0.878560765,0.15555085,0.826389503,0.110683114,0.897086882,0.831484403,0.390525572,0.360618346,-0.585679627,0.574466829,0.827849399,0.014563438,0.000642696,0.210915929,0.294183621,0.225080892,0.003691797,0.113278435,3.816.660.339.192.390,0.468727409,0.610958904,0,738.923.307.835.321
0.726727797,0.773983057,0.831134178,0.981813536,-0.345739407,0.359317893,-0.551120578,0.024125012,0.860819795,0.113392658,0.878359642,0.804070045,0.793076505,0.35549789,0.090150752,0.464482428,0.926278822,0.014847818,0.001498251,0.192988161,0.39411517,0.406512415,0.016582774,0.156625549,3.810.731.511.361.540,0.624197246,0.608219178,0,7.362.819.749.483.860
0.539049686,0.781849296,0.751868783,0.873028597,0.887490735,0.419121688,-0.915140476,0.72217836,0.747593628,0.051920028,0.805737469,0.895413492,0.707582515,0.354878178,-0.263570136,0.533080744,0.976226845,0.01997892,0.014424406,0.098159329,0.414946759,0.293810767,0.004929762,0.452810878,28.482.803.206.325.700,0.51517198,0.791780822,0,54.650.278.150.822
0.538336565,0.738136304,0.831083949,0.556643826,-0.260040129,0.391433716,-0.911798124,0.035593383,0.768322538,0.205923535,0.885193806,0.938778499,-0.885549174,0.414572284,-0.382445734,0.376994816,0.968835874,0.014243751,0.014580133,0.318145417,0.056100841,0.285822514,0.003017323,0.472517483,4.467.332.563.512.310,0.802833593,0.451299008,0,8.758.260.832.083.250
0.467067662,0.329500451,0.866568814,0.933664747,-0.487362855,0.326280451,-0.875137439,0.122058422,0.838835363,0.141052022,0.802797451,0.743603557,-0.805002738,0.730513188,-0.507901984,0.578188711,0.937934816,0.020646231,0.000158163,0.297124667,0.479003368,0.367634714,0.007584325,0.129454822,4.073.731.024.794.590,0.445415429,0.553424658,0,7.941.284.349.195.310
0.5381912,0.983128062,0.864421575,0.386078689,-0.255783341,0.314958398,-0.84148602,0.221012084,0.813477627,0.128283581,0.749093884,0.963788296,-0.8799976,0.141515976,-0.511773494,0.554856042,0.968969973,0.014066298,0.002420483,0.119731983,0.034572643,0.314210398,0.000222281,0.205934431,39.810.515.093.644.100,0.756359006,0.561643836,0,7.709.452.435.510.620
0.656830428,0.912769326,0.862259556,0.963915477,-0.274742652,0.241011068,-0.897004664,0.025524363,0.743476221,0.053609232,0.816006211,0.809696083,-0.761086276,0.360428907,-0.270985995,0.407025695,0.932453239,0.014288808,0.002811119,0.19841312,0.022686712,0.265620358,0.000911738,0.152496004,28.580.564.395.868.100,0.758931212,0.791780822,0,5.410.102.211.858.900
0.559006226,0.823550472,0.85030298,0.293171102,0.801259145,0.3893033,-0.877798724,0.106247325,0.831383693,0.145265686,0.939553716,0.806220163,-0.908307029,0.393615558,-0.236433687,0.391983539,0.837886481,0.014068676,0.006564956,0.145458363,0.005167938,0.545771428,0.068390562,0.141700031,40.451.691.231.182.500,0.775360078,0.550684932,0,7.823.075.104.877.640
0.722020479,0.76576444,0.864224683,0.550820209,0.390249661,0.416741221,-0.931738236,0.127839768,0.839726679,0.161453769,0.812727398,0.826507577,-0.89454572,0.373588928,-0.294912553,0.214507969,0.971512847,0.019610867,0.000409932,0.305602521,0.163581786,0.306268112,0.000921559,0.278684621,40.755.585.820.786.200,0.726586236,0.542465753,0,7.916.018.830.122.690
0.514099678,0.707238898,0.869309587,0.543760817,-0.372549387,0.264189204,-0.867840055,0.014721959,0.780549824,0.199311052,0.801297948,0.383109485,-0.990062358,0.363731682,-0.159479911,0.128367257,0.154661235,0.014468874,0.007353373,0.221569736,0.039329851,0.358593858,0.011484041,0.454606873,4.467.543.253.397.130,0.67043274,0.454038734,0,8.784.826.905.803.980
0.636849204,0.803595599,0.864144594,0.669694058,0.836998036,0.619755808,-0.935884655,0.035937302,0.816648324,0.085372185,0.765077509,0.829798468,-0.931527544,0.617375199,-0.209030851,0.456364936,0.986493195,0.019694635,0.000925756,0.169504511,0.409109502,0.348795091,0.019622299,0.298880807,34.163.198.005.207.000,0.575589936,0.671232877,0,6.573.511.926.027.390
0.538844732,0.327381802,0.850230206,0.438044468,-0.334194956,0.326823241,-0.891058394,0.040378491,0.778634598,0.169576712,0.813727589,0.851474557,-0.83515848,0.477555129,-0.320361822,0.594953791,0.858422429,0.020554416,0.000564374,0.200993835,0.232203873,0.298721787,0.001063322,0.1522467,4.470.214.746.416.040,0.483958438,0.446291923,0,8.826.425.503.595.950
0.5382863,0.939452066,0.863194461,0.973154148,-0.128756334,0.328845725,-0.839774899,0.694956459,0.836940064,0.266735535,0.801128941,0.857984659,-0.919162178,0.632983862,-0.512213005,0.557079118,0.946788222,0.014834551,0.019655562,0.283170979,0.76235718,0.363846559,0.000234038,0.752261994,44.678.382.451.646.200,0.650680773,0.446008503,0,8.804.386.390.620.550
0.476442584,0.346299195,0.835025056,0.572779875,-0.127679833,0.356527529,-0.813224611,0.15555085,0.836185968,0.110683114,0.899759487,0.801212954,0.376081748,0.360618346,-0.581583789,0.574818847,0.827849399,0.014641066,0.000635019,0.241317303,0.294183621,0.230999451,0.003691797,0.113278435,3.769.117.734.580.570,0.479518565,0.62739726,0,7.280.031.760.312.040
0.467910012,0.329500451,0.848729071,0.953731285,0.812401812,0.445693719,-0.873946531,0.025044131,0.867240953,0.140725732,0.912025791,0.314227949,-0.786352324,0.363402887,-0.511042471,0.549674332,0.937934816,0.020646231,0.00036051,0.280808846,0.054556236,0.367634714,0.03010696,0.150446361,39.332.361.088.014.700,0.521503335,0.591780822,0,7.599.862.512.800.350
0.479202322,0.350827897,0.856094333,0.344652679,0.392515526,0.327726454,-0.738271621,0.148664909,0.793602851,0.190122564,0.815372073,0.743640031,-0.723665318,0.418841538,-0.258470215,0.575610043,0.976634584,0.020503189,0.029384266,0.295044616,0.170337084,0.341465083,0.031771579,0.15214526,4.456.481.619.428.820,0.483552023,0.47189419,0,8.787.571.887.263.160
0.538844732,0.36251513,0.895956459,0.55963127,-0.334194956,0.326823241,-0.888823327,0.070193894,0.778634598,0.076975895,0.813842944,0.845222366,-0.83515848,0.356901351,-0.249182207,0.149645956,0.85827715,0.020554416,0.05160555,0.196922592,0.03765167,0.340600162,0.001063322,0.1522467,33.435.727.473.969.000,0.550436749,0.695890411,0,644.073.202.598.017
0.479202322,0.350827897,0.856094333,0.344652679,0.392515526,0.272144533,-0.878534818,0.147962354,0.793602851,0.190122564,0.815372073,0.399465701,-0.726104389,0.418841538,-0.263085404,0.449613921,0.97582496,0.020500716,0.018098336,0.303294936,0.021599627,0.341465083,0.030627166,0.15214526,4.459.372.956.254.540,0.515207105,0.47302787,0,8.780.752.571.792.650
